@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
23, 91, 152, 2380, broken
27, 50, 183, 2670, broken
27, 109, 124, 2128, broken
20, 136, 144, 2079, broken
20, 142, 115, 1458, broken
30, 65, 162, 1584, broken
29, 26, 204, 4256, broken
24, 72, 197, 5200, broken
21, 141, 159, 2160, broken
21, 57, 157, 4000, broken
20, 115, 122, 2444, broken
32, 64, 152, 3234, broken
21, 118, 151, 1829, broken
11, 134, 76, 1440, broken
19, 148, 117, 2277, broken
25, 73, 147, 1680, broken
18, 112, 146, 1980, broken
23, 72, 96, 2368, broken
17, 125, 122, 2190, broken
17, 174, 66, 2050, broken
22, 92, 155, 1386, broken
15, 56, 136, 1292, broken
17, 108, 158, 1530, broken
22, 140, 137, 1440, broken
28, 73, 66, 2952, broken
23, 101, 179, 4640, broken
20, 74, 178, 5002, broken
22, 75, 156, 1426, broken
15, 167, 130, 1846, broken
14, 90, 119, 1456, broken
24, 126, 125, 2040, broken
20, 122, 109, 3256, broken
18, 89, 161, 2700, broken
23, 92, 181, 2668, broken
19, 80, 188, 3588, broken
23, 90, 178, 3672, broken
22, 106, 197, 4130, broken
15, 110, 135, 2538, broken
16, 161, 79, 1452, broken
19, 101, 170, 1998, broken
16, 139, 81, 2040, broken
20, 88, 191, 1450, broken
22, 164, 135, 1305, broken
23, 67, 174, 2142, broken
11, 79, 113, 1696, broken
23, 90, 172, 3276, broken
21, 76, 211, 1740, broken
24, 92, 142, 1116, broken
42, 10, 125, 1088, broken
28, 72, 174, 2556, broken
25, 131, 105, 2442, broken
23, 90, 184, 2030, broken
25, 137, 112, 1120, broken
18, 104, 176, 1484, broken
20, 141, 130, 2242, broken
21, 92, 97, 1380, broken
20, 153, 107, 1288, broken
30, 49, 165, 1728, broken
20, 70, 164, 5217, broken
24, 90, 170, 1376, broken
21, 145, 139, 1008, broken
25, 95, 161, 1525, broken
21, 85, 185, 1458, broken
24, 113, 170, 1820, broken
24, 90, 173, 1736, broken
17, 79, 168, 1890, broken
28, 61, 155, 1855, broken
19, 120, 198, 2112, broken
22, 93, 170, 1953, broken
21, 142, 86, 2052, broken
29, 42, 170, 1848, broken
23, 59, 160, 1216, broken
23, 64, 160, 2556, broken
25, 55, 79, 1353, broken
21, 86, 142, 1053, broken
23, 140, 93, 1600, broken
22, 121, 148, 1947, broken
19, 122, 115, 1102, broken
17, 70, 131, 2380, broken
21, 134, 166, 2294, broken
23, 89, 175, 3026, broken
22, 67, 194, 3102, broken
23, 94, 189, 3384, broken
25, 111, 154, 1075, broken
17, 133, 98, 2418, broken
20, 174, 123, 2412, broken
19, 121, 179, 1643, broken
19, 86, 198, 2883, broken
12, 159, 74, 1440, broken
23, 121, 137, 1944, broken
21, 96, 204, 1888, broken
16, 139, 128, 1925, broken
16, 81, 114, 1749, broken
25, 83, 168, 2135, broken
22, 107, 179, 1472, broken
23, 77, 212, 2135, broken
23, 105, 160, 1980, broken
22, 102, 147, 1218, broken
20, 100, 161, 2673, broken
17, 134, 95, 3456, broken
23, 92, 169, 1215, broken
22, 87, 176, 2976, broken
17, 127, 147, 1464, broken
20, 87, 129, 1215, broken
23, 99, 155, 1742, broken
22, 105, 160, 1856, broken
22, 108, 165, 2448, broken
13, 95, 161, 1855, broken
21, 138, 111, 2108, broken
18, 106, 182, 3610, broken
20, 72, 197, 1530, broken
21, 145, 134, 5658, broken
19, 131, 138, 1830, broken
19, 114, 136, 2848, broken
21, 147, 147, 2613, broken
22, 155, 128, 1232, broken
25, 75, 166, 1200, broken
20, 93, 192, 1595, broken
18, 148, 122, 1881, broken
19, 156, 113, 1696, broken
27, 62, 190, 1980, broken
23, 71, 184, 5016, broken
23, 91, 166, 2091, broken
20, 84, 82, 2600, broken
21, 109, 105, 2015, broken
23, 51, 214, 1728, broken
18, 123, 79, 1188, broken
17, 104, 140, 1620, broken
23, 144, 115, 2340, broken
27, 77, 186, 2241, broken
20, 95, 201, 1776, broken
14, 187, 108, 3003, broken
16, 173, 99, 2240, broken
19, 88, 185, 1800, broken
19, 133, 174, 2280, broken
19, 141, 134, 1820, broken
29, 64, 175, 2304, broken
18, 110, 170, 1344, broken
20, 128, 141, 1540, broken
22, 99, 88, 2212, broken
21, 104, 171, 1456, broken
21, 140, 179, 2856, broken
20, 98, 99, 5022, broken
27, 79, 159, 2013, broken
24, 98, 145, 2040, broken
24, 115, 180, 1922, broken
22, 101, 175, 1134, broken
20, 104, 166, 1664, broken
25, 91, 165, 2838, broken
24, 132, 124, 1320, broken
22, 81, 167, 1204, broken
19, 104, 166, 1456, broken
25, 113, 138, 1392, broken
23, 101, 121, 1216, broken
20, 152, 126, 2368, broken
23, 126, 132, 4085, broken
23, 68, 220, 3420, broken
21, 91, 140, 3096, broken
23, 107, 155, 1176, broken
23, 110, 176, 1736, broken
23, 133, 150, 1425, broken
20, 85, 199, 1891, broken
14, 62, 165, 4592, broken
21, 107, 57, 1664, broken
23, 113, 158, 2304, broken
20, 99, 106, 1386, broken
20, 94, 165, 1200, broken
20, 133, 121, 1275, broken
48, 33, 101, 2835, broken
20, 133, 144, 1320, broken
23, 104, 152, 2175, broken
10, 71, 177, 2074, broken
17, 93, 161, 1620, broken
21, 116, 174, 1073, broken
18, 156, 106, 2408, broken
24, 102, 145, 1458, broken
20, 110, 158, 1869, broken
19, 125, 153, 1260, broken
17, 96, 159, 1488, broken
15, 111, 119, 3000, broken
15, 165, 99, 1728, broken
27, 52, 167, 1950, broken
31, 50, 170, 1485, broken
21, 162, 124, 1480, broken
27, 128, 112, 1474, broken
24, 121, 146, 1632, broken
24, 84, 166, 1725, broken
40, 47, 115, 2376, broken
21, 101, 171, 1053, broken
18, 178, 96, 2370, broken
27, 95, 97, 1394, broken
18, 106, 115, 1452, broken
18, 181, 79, 3384, broken
24, 95, 155, 1716, broken
20, 83, 210, 1537, broken
20, 163, 147, 2268, broken
23, 126, 134, 1769, broken
18, 83, 163, 1260, broken
20, 100, 168, 1517, broken
20, 85, 192, 1833, broken
19, 109, 178, 3800, broken
19, 92, 142, 1769, broken
23, 96, 186, 2079, broken
15, 65, 78, 2460, broken
22, 62, 197, 2668, broken
20, 110, 160, 1664, broken
21, 106, 151, 2635, broken
17, 94, 149, 1200, broken
23, 96, 141, 1350, broken
23, 112, 184, 1472, broken
16, 80, 141, 1652, broken
25, 84, 154, 2635, broken
19, 126, 83, 6426, broken
21, 104, 171, 1888, broken
12, 154, 126, 1824, broken
18, 128, 128, 2079, broken
22, 79, 187, 1590, broken
26, 121, 101, 2774, broken
34, 86, 145, 1624, broken
20, 90, 185, 1128, broken
20, 70, 156, 2000, broken
19, 85, 181, 1581, broken
23, 149, 130, 1386, broken
22, 74, 176, 1450, broken
19, 89, 152, 1760, broken
19, 120, 155, 1862, broken
20, 110, 148, 1620, broken
20, 173, 118, 1632, broken
22, 93, 202, 2277, broken
20, 70, 84, 1376, broken
24, 97, 161, 2340, broken
19, 90, 206, 1920, broken
24, 88, 179, 1653, broken
21, 95, 185, 1701, broken
16, 141, 119, 2652, broken
23, 110, 128, 1734, broken
21, 100, 176, 1122, broken
16, 128, 138, 2496, broken
12, 166, 100, 1624, broken
21, 95, 187, 2320, broken
23, 138, 140, 1485, broken
17, 163, 102, 2201, broken
25, 67, 160, 1840, broken
20, 97, 158, 1352, broken
18, 103, 178, 1175, broken
21, 121, 196, 1176, broken
22, 75, 176, 3871, broken
19, 109, 173, 2108, broken
21, 107, 148, 3555, broken
20, 120, 104, 2301, broken
22, 106, 135, 1300, broken
20, 74, 161, 1512, broken
20, 94, 185, 1392, broken
20, 106, 188, 1829, broken
17, 101, 179, 2100, broken
23, 112, 177, 2790, broken
26, 96, 181, 1209, broken
20, 70, 205, 1496, broken
21, 129, 119, 2178, broken
25, 145, 134, 2048, broken
29, 73, 150, 1536, broken
19, 95, 205, 1066, broken
25, 73, 151, 1120, broken
20, 76, 187, 1824, broken
27, 82, 167, 1769, broken
18, 111, 158, 1860, broken
14, 65, 200, 1224, broken
26, 116, 154, 2814, broken
20, 93, 167, 1943, broken
22, 105, 177, 2077, broken
17, 103, 181, 1890, broken
27, 65, 134, 1189, broken
16, 79, 178, 1242, broken
22, 100, 171, 2211, broken
18, 71, 186, 1560, broken
25, 74, 152, 1482, broken
24, 129, 142, 1530, broken
20, 156, 111, 2820, broken
19, 72, 167, 1075, broken
21, 95, 161, 1320, broken
16, 112, 144, 1768, broken
25, 98, 188, 2015, broken
24, 120, 130, 2376, broken
20, 95, 196, 1617, broken
26, 78, 163, 2409, broken
21, 112, 189, 1800, broken
22, 72, 195, 2040, broken
23, 129, 127, 1092, broken
16, 163, 97, 1392, broken
17, 78, 140, 1248, broken
23, 95, 156, 1350, broken
19, 145, 172, 1312, broken
19, 93, 93, 2739, broken
20, 112, 143, 1258, broken
20, 84, 200, 3234, broken
15, 143, 66, 1836, broken
20, 125, 173, 2376, broken
22, 89, 170, 4130, broken
23, 63, 182, 1683, broken
19, 82, 180, 1102, broken
21, 111, 186, 1512, broken
19, 88, 179, 1375, broken
23, 85, 179, 3480, broken
17, 138, 120, 2409, broken
9, 172, 71, 1920, broken
20, 134, 160, 1885, broken
21, 120, 125, 1682, broken
22, 75, 159, 1431, broken
17, 144, 115, 2788, broken
19, 126, 158, 2460, broken
21, 110, 181, 1792, broken
18, 146, 150, 1500, broken
19, 131, 84, 1435, broken
25, 88, 176, 1891, broken
21, 102, 195, 1560, broken
19, 120, 149, 2016, broken
22, 89, 195, 1148, broken
21, 110, 141, 1378, broken
16, 135, 83, 4950, broken
17, 75, 153, 1674, broken
22, 81, 196, 1170, broken
10, 135, 87, 2204, broken
20, 92, 61, 1647, broken
20, 128, 143, 2052, broken
11, 56, 101, 1892, broken
23, 86, 167, 1798, broken
22, 55, 184, 1600, broken
21, 105, 185, 2010, broken
19, 172, 147, 1508, broken
20, 90, 186, 2343, broken
21, 128, 161, 1104, broken
27, 34, 172, 1015, broken
13, 150, 73, 1584, broken
22, 69, 125, 2720, broken
25, 47, 142, 1530, broken
20, 149, 147, 2013, broken
9, 122, 50, 1827, broken
32, 29, 178, 2800, broken
19, 97, 178, 1728, broken
25, 34, 195, 2394, broken
17, 98, 180, 1222, broken
24, 97, 197, 1092, broken
19, 85, 189, 1161, broken
16, 110, 125, 2100, broken
21, 134, 95, 1550, broken
21, 114, 161, 1188, broken
19, 106, 140, 1020, broken
20, 84, 197, 1740, broken
22, 105, 112, 2142, broken
20, 98, 206, 2923, broken
24, 82, 181, 2805, broken
20, 109, 155, 1881, broken
27, 60, 171, 1118, broken
17, 92, 209, 1460, broken
16, 135, 136, 1044, broken
24, 90, 151, 1704, broken
25, 64, 174, 1131, broken
23, 75, 173, 2263, broken
22, 99, 137, 2800, broken
28, 70, 156, 1400, broken
26, 86, 161, 1680, broken
24, 93, 178, 1612, broken
8, 116, 57, 1870, broken
28, 63, 155, 1200, broken
24, 123, 153, 1890, broken
20, 123, 114, 1530, broken
21, 77, 129, 2210, broken
29, 95, 110, 2310, broken
23, 93, 181, 2844, broken
23, 50, 163, 1479, broken
19, 145, 160, 1600, broken
20, 78, 131, 5244, broken
20, 30, 171, 1155, broken
16, 96, 136, 1216, broken
22, 122, 199, 1125, broken
22, 95, 137, 2296, broken
19, 163, 108, 2325, broken
26, 61, 164, 1650, broken
24, 127, 129, 1891, broken
14, 107, 81, 1350, broken
27, 111, 138, 2457, broken
22, 101, 149, 2040, broken
20, 96, 192, 1410, broken
16, 114, 163, 1710, broken
20, 123, 110, 1925, broken
19, 88, 169, 2904, broken
22, 163, 61, 2065, broken
36, 89, 134, 2025, broken
54, 235, 26, 4570, broken
18, 103, 126, 1620, broken
20, 184, 112, 1230, broken
22, 73, 158, 2346, broken
19, 95, 150, 1400, broken
19, 106, 186, 1943, broken
22, 119, 163, 1683, broken
19, 89, 115, 3124, broken
20, 110, 163, 4095, broken
19, 142, 115, 1488, broken
20, 146, 145, 1056, broken
20, 111, 145, 1326, broken
18, 170, 105, 1749, broken
22, 96, 156, 2940, broken
18, 128, 128, 1530, broken
22, 93, 150, 1740, broken
21, 94, 192, 2028, broken
17, 104, 142, 1710, broken
18, 125, 122, 2340, broken
21, 97, 118, 1107, broken
19, 132, 147, 1144, broken
20, 103, 159, 1947, broken
19, 62, 161, 1276, broken
17, 149, 94, 1736, broken
20, 114, 168, 2120, broken
19, 70, 150, 2240, broken
22, 64, 196, 2432, broken
30, 39, 170, 2838, broken
20, 153, 115, 1550, broken
26, 76, 155, 1815, broken
26, 92, 108, 1584, broken
20, 109, 105, 1058, broken
20, 99, 121, 1856, broken
15, 179, 77, 2604, broken
19, 53, 170, 2484, broken
22, 116, 171, 2178, broken
20, 110, 127, 2068, broken
25, 87, 150, 1596, broken
28, 94, 133, 1652, broken
14, 66, 154, 1680, broken
17, 163, 105, 1530, broken
16, 152, 104, 1032, broken
18, 167, 93, 1715, broken
25, 80, 162, 2145, broken
14, 61, 129, 1296, broken
21, 63, 190, 1519, broken
30, 95, 97, 1972, broken
21, 106, 186, 1443, broken
16, 160, 83, 2883, broken
16, 118, 143, 1581, broken
20, 147, 153, 1914, broken
17, 75, 171, 1885, broken
27, 59, 163, 2223, broken
23, 79, 171, 2730, broken
20, 134, 120, 1147, broken
19, 99, 150, 1725, broken
18, 182, 115, 1700, broken
24, 77, 158, 2006, broken
23, 105, 146, 2346, broken
16, 126, 107, 1540, broken
17, 82, 187, 1458, broken
24, 80, 178, 2652, broken
27, 84, 142, 1100, broken
21, 74, 114, 2752, broken
23, 101, 174, 2145, broken
19, 153, 140, 2916, broken
23, 60, 180, 1976, broken
18, 126, 130, 2109, broken
20, 92, 144, 3468, broken
26, 89, 118, 1794, broken
20, 105, 191, 2176, broken
11, 57, 152, 2046, broken
17, 121, 129, 1881, broken
25, 45, 219, 1943, broken
24, 91, 148, 1700, broken
21, 57, 169, 3212, broken
20, 132, 156, 1591, broken
20, 125, 129, 1836, broken
20, 65, 145, 2006, broken
20, 89, 181, 2214, broken
19, 120, 132, 1872, broken
25, 80, 166, 2312, broken
21, 97, 186, 2937, broken
20, 76, 190, 1617, broken
23, 73, 168, 1764, broken
9, 96, 112, 2072, broken
18, 143, 98, 2508, broken
17, 97, 176, 1025, broken
20, 91, 185, 1377, broken
17, 84, 137, 1215, broken
29, 77, 140, 1260, broken
18, 142, 151, 1683, broken
15, 130, 108, 3276, broken
24, 135, 128, 1653, broken
14, 143, 134, 1860, broken
22, 112, 160, 1770, broken
17, 149, 149, 2077, broken
25, 82, 168, 1568, broken
13, 173, 59, 1960, broken
19, 125, 157, 1435, broken
22, 134, 137, 1770, broken
20, 137, 136, 1944, broken
19, 86, 192, 2025, broken
23, 113, 133, 1395, broken
19, 129, 107, 1148, broken
25, 131, 125, 2052, broken
22, 113, 149, 1792, broken
14, 166, 106, 1782, broken
12, 79, 94, 2077, broken
19, 126, 158, 1827, broken
22, 79, 185, 2277, broken
25, 117, 129, 1155, broken
21, 129, 164, 1400, broken
26, 95, 159, 1860, broken
22, 86, 164, 2233, broken
22, 147, 130, 3034, broken
16, 134, 118, 3040, broken
23, 99, 159, 2100, broken
22, 143, 102, 1377, broken
24, 93, 157, 1870, broken
23, 108, 180, 1769, broken
23, 86, 205, 1914, broken
16, 146, 103, 1705, broken
19, 110, 157, 1425, broken
23, 80, 121, 1728, broken
21, 92, 183, 1242, broken
19, 165, 91, 1620, broken
22, 134, 143, 1705, broken
22, 93, 145, 1431, broken
19, 157, 112, 2108, broken
15, 149, 60, 2508, broken
20, 80, 124, 1271, broken
26, 52, 190, 2016, broken
21, 99, 111, 1200, broken
19, 92, 175, 1968, broken
27, 63, 77, 1014, broken
17, 148, 140, 1274, broken
21, 142, 106, 1680, broken
21, 145, 151, 1421, broken
8, 89, 63, 2640, broken
24, 50, 162, 2790, broken
17, 164, 53, 2142, broken
23, 78, 173, 1408, broken
11, 173, 87, 2345, broken
23, 90, 179, 2145, broken
18, 132, 126, 1760, broken
21, 110, 90, 1200, broken
23, 85, 175, 1242, broken
18, 121, 63, 3034, broken
23, 70, 175, 1595, broken
18, 136, 118, 1764, broken
17, 132, 89, 1457, broken
22, 103, 171, 1568, broken
20, 93, 184, 1170, broken
24, 104, 130, 4104, broken
15, 108, 156, 1080, broken
23, 121, 133, 1755, broken
21, 124, 125, 2448, broken
20, 96, 148, 4230, broken
25, 72, 156, 1518, broken
22, 98, 189, 2028, broken
17, 98, 128, 2888, broken
26, 63, 171, 1496, broken
28, 27, 171, 2592, broken
22, 99, 162, 1452, broken
14, 154, 104, 2923, broken
21, 62, 182, 1470, broken
16, 78, 150, 2080, broken
22, 84, 206, 2520, broken
14, 113, 99, 3655, broken
24, 74, 165, 1560, broken
21, 76, 165, 1620, broken
11, 100, 69, 3360, broken
22, 101, 146, 2139, broken
14, 119, 86, 1120, broken
21, 175, 134, 2196, broken
21, 125, 135, 1914, broken
19, 61, 166, 1674, broken
18, 135, 119, 1419, broken
24, 6, 223, 5100, broken
24, 89, 166, 2565, broken
23, 68, 185, 1014, broken
24, 72, 152, 1421, broken
25, 110, 178, 1457, broken
20, 166, 114, 1581, broken
21, 75, 211, 1696, broken
23, 135, 136, 1938, broken
21, 102, 183, 1710, broken
25, 106, 132, 2065, broken
19, 104, 166, 1881, broken
19, 162, 85, 2340, broken
19, 111, 124, 3626, broken
21, 76, 101, 1128, broken
20, 95, 124, 1334, broken
23, 114, 168, 2291, broken
19, 105, 162, 1984, broken
21, 111, 168, 1404, broken
24, 95, 143, 1189, broken
19, 52, 138, 1188, broken
26, 71, 148, 2397, broken
14, 133, 111, 1247, broken
24, 119, 135, 2210, broken
15, 174, 97, 2013, broken
17, 88, 219, 1736, broken
16, 107, 119, 1443, broken
17, 110, 128, 1682, broken
20, 113, 162, 1632, broken
21, 130, 157, 2214, broken
22, 92, 185, 2144, broken
15, 143, 125, 1400, broken
22, 104, 105, 2378, broken
17, 128, 120, 1395, broken
25, 128, 143, 1768, broken
11, 110, 79, 2048, broken
24, 69, 162, 2666, broken
19, 93, 156, 1444, broken
23, 61, 117, 3024, broken
22, 85, 178, 2880, broken
13, 170, 87, 1581, broken
25, 81, 107, 1972, broken
18, 167, 124, 1980, broken
20, 171, 103, 3168, broken
21, 111, 133, 1050, broken
7, 38, 61, 1998, broken
22, 106, 123, 2343, broken
23, 138, 124, 2220, broken
17, 93, 143, 2210, broken
21, 111, 174, 1219, broken
19, 142, 149, 1104, broken
22, 83, 187, 2784, broken
16, 161, 81, 2052, broken
21, 185, 110, 1830, broken
23, 66, 151, 1064, broken
23, 36, 169, 1914, broken
16, 149, 106, 2635, broken
19, 142, 117, 3395, broken
17, 107, 198, 1750, broken
24, 50, 158, 1368, broken
19, 109, 141, 1840, broken
28, 63, 166, 1312, broken
19, 92, 167, 1584, broken
23, 72, 190, 1887, broken
23, 122, 173, 1176, broken
22, 117, 155, 1716, broken
16, 89, 126, 1566, broken
16, 112, 150, 1728, broken
13, 188, 107, 2664, broken
20, 90, 193, 1271, broken
19, 122, 136, 2146, broken
20, 99, 167, 3760, broken
20, 62, 173, 1984, broken
19, 94, 95, 1590, broken
23, 119, 176, 2380, broken
20, 154, 119, 1610, broken
21, 124, 134, 2664, broken
22, 89, 181, 1222, broken
19, 101, 131, 1750, broken
23, 120, 157, 2562, broken
22, 83, 157, 1225, broken
21, 172, 55, 1189, broken
24, 99, 152, 2059, broken
16, 80, 134, 1457, broken
19, 85, 174, 1323, broken
15, 112, 98, 2449, broken
24, 72, 153, 1421, broken
20, 111, 163, 1728, broken
20, 113, 180, 1536, broken
20, 168, 123, 2516, broken
26, 87, 175, 2496, broken
22, 86, 174, 5244, broken
20, 147, 118, 2499, broken
14, 176, 61, 2040, broken
22, 78, 154, 1710, broken
19, 111, 143, 1881, broken
19, 176, 110, 1749, broken
22, 59, 165, 2409, broken
16, 184, 93, 3367, broken
25, 124, 127, 1500, broken
21, 83, 156, 1924, broken
23, 97, 169, 1764, broken
25, 110, 134, 2240, broken
19, 127, 131, 1682, broken
19, 160, 118, 2208, broken
0, 82, 59, 1247, broken
17, 184, 75, 2346, broken
19, 105, 141, 1242, broken
18, 134, 120, 2310, broken
14, 79, 133, 2880, broken
13, 53, 111, 1950, broken
22, 95, 151, 2158, broken
24, 84, 170, 1600, broken
17, 105, 126, 1248, broken
22, 85, 201, 2604, broken
17, 134, 141, 1980, broken
24, 123, 156, 1802, broken
14, 137, 106, 3182, broken
20, 78, 154, 1820, broken
24, 87, 159, 2106, broken
22, 110, 163, 1860, broken
18, 156, 98, 1476, broken
13, 66, 165, 2584, broken
49, 19, 216, 2088, broken
22, 79, 199, 1400, broken
22, 114, 136, 1950, broken
23, 81, 190, 2250, broken
23, 83, 175, 1904, broken
19, 134, 133, 2052, broken
23, 102, 125, 1435, broken
17, 150, 107, 2337, broken
30, 24, 180, 3120, broken
103, 47, 38, 5376, broken
130, 26, 60, 2800, broken
19, 90, 151, 1058, broken
17, 101, 210, 1260, broken
25, 146, 105, 1988, broken
16, 114, 94, 2688, broken
19, 70, 210, 1530, broken
23, 112, 146, 1914, broken
16, 125, 124, 3060, broken
28, 71, 154, 1792, broken
168, 96, 180, 2301, broken
4, 83, 160, 2079, broken
24, 99, 160, 1155, broken
20, 113, 169, 1175, broken
25, 112, 180, 1254, broken
21, 132, 114, 2331, broken
22, 78, 151, 2146, broken
20, 105, 172, 1248, broken
19, 141, 98, 2392, broken
26, 77, 152, 1380, broken
23, 110, 162, 2117, broken
21, 69, 144, 1160, broken
17, 148, 153, 1485, broken
23, 123, 145, 2030, broken
25, 58, 192, 4300, broken
22, 111, 172, 1566, broken
26, 74, 173, 1066, broken
22, 58, 127, 1425, broken
22, 98, 192, 3145, broken
20, 98, 182, 2336, broken
20, 71, 205, 1624, broken
24, 65, 102, 2021, broken
23, 95, 148, 3290, broken
20, 109, 152, 1457, broken
23, 96, 151, 1488, broken
25, 100, 186, 2124, broken
23, 86, 187, 2070, broken
20, 103, 144, 2871, broken
20, 111, 152, 1450, broken
17, 99, 191, 4100, broken
20, 84, 171, 2046, broken
24, 79, 146, 1782, broken
24, 83, 147, 2128, broken
19, 126, 172, 1344, broken
19, 118, 143, 1456, broken
18, 120, 177, 1215, broken
21, 144, 124, 2520, broken
22, 116, 139, 1344, broken
22, 96, 170, 2680, broken
20, 110, 160, 1312, broken
20, 113, 144, 2015, broken
23, 92, 185, 1682, broken
22, 95, 159, 3009, broken
22, 104, 174, 1470, broken
25, 79, 142, 2046, broken
32, 62, 124, 1505, broken
22, 78, 190, 2080, broken
20, 106, 164, 2808, broken
23, 79, 211, 1590, broken
18, 116, 150, 1548, broken
19, 113, 190, 2067, broken
19, 144, 143, 1210, broken
25, 90, 164, 1034, broken
19, 110, 178, 1653, broken
25, 97, 147, 1624, broken
20, 112, 148, 1643, broken
21, 87, 178, 1540, broken
35, 63, 186, 1333, broken
19, 46, 171, 2080, broken
18, 76, 212, 1512, broken
20, 79, 154, 2436, broken
25, 67, 167, 1012, broken
19, 141, 127, 1694, broken
17, 138, 139, 2170, broken
18, 145, 176, 1881, broken
19, 98, 190, 1728, broken
24, 64, 175, 1320, broken
22, 100, 179, 3404, broken
22, 80, 172, 1540, broken
20, 125, 139, 3363, broken
21, 97, 137, 3354, broken
17, 138, 146, 1500, broken
12, 146, 54, 2304, broken
22, 109, 176, 1380, broken
22, 130, 143, 2124, broken
24, 59, 168, 1488, broken
19, 125, 170, 3240, broken
25, 97, 155, 2088, broken
22, 104, 166, 1458, broken
17, 160, 107, 2871, broken
22, 103, 185, 1710, broken
20, 101, 142, 1798, broken
22, 159, 127, 3403, broken
22, 111, 161, 2244, broken
19, 92, 171, 1440, broken
22, 158, 102, 5775, broken
26, 100, 174, 1856, broken
19, 138, 139, 1352, broken
19, 87, 191, 1566, broken
23, 108, 160, 1690, broken
16, 119, 144, 1320, broken
20, 104, 159, 1537, broken
21, 122, 136, 1519, broken
19, 79, 155, 1925, broken
25, 71, 165, 1870, broken
14, 93, 102, 1748, broken
24, 76, 134, 1440, broken
29, 86, 142, 1769, broken
17, 145, 130, 1450, broken
20, 87, 214, 2788, broken
22, 90, 168, 1650, broken
20, 124, 130, 1364, broken
20, 94, 130, 2070, broken
23, 90, 156, 2046, broken
21, 146, 141, 1820, broken
20, 87, 129, 1120, broken
22, 75, 187, 1850, broken
23, 87, 187, 1596, broken
22, 75, 222, 2580, broken
26, 42, 189, 2665, broken
19, 118, 164, 1600, broken
25, 89, 170, 1890, broken
24, 78, 182, 1300, broken
21, 65, 162, 1900, broken
33, 30, 189, 1110, broken
18, 90, 181, 1107, broken
22, 84, 161, 2070, broken
21, 32, 167, 1430, broken
17, 147, 156, 1458, broken
14, 182, 59, 1944, broken
20, 106, 174, 2044, broken
27, 71, 143, 1836, broken
20, 113, 106, 1891, broken
21, 80, 166, 2160, broken
15, 71, 119, 3002, broken
23, 109, 162, 1188, broken
22, 71, 162, 1920, broken
21, 120, 164, 3060, broken
20, 105, 163, 1248, broken
24, 77, 192, 1708, broken
21, 149, 132, 2160, broken
13, 86, 107, 1599, broken
22, 98, 133, 1760, broken
22, 94, 163, 1504, broken
22, 118, 160, 1008, broken
24, 103, 141, 1705, broken
16, 80, 159, 1728, broken
7, 66, 97, 1620, broken
22, 84, 152, 2015, broken
16, 147, 113, 1734, broken
24, 147, 125, 2847, broken
18, 146, 148, 1932, broken
35, 30, 109, 1800, broken
25, 109, 148, 3132, broken
24, 78, 153, 1200, broken
24, 133, 178, 1470, broken
22, 101, 185, 3735, broken
21, 86, 145, 1377, broken
23, 81, 173, 1595, broken
25, 108, 186, 1998, broken
20, 87, 168, 1575, broken
16, 131, 121, 1323, broken
19, 130, 145, 1891, broken
22, 92, 191, 2343, broken
34, 87, 146, 1316, broken
24, 76, 162, 2184, broken
20, 110, 95, 1620, broken
19, 81, 135, 1128, broken
20, 87, 165, 1568, broken
28, 39, 185, 1710, broken
23, 108, 153, 2070, broken
16, 161, 98, 2016, broken
34, 58, 155, 1683, broken
20, 155, 148, 1200, broken
23, 101, 151, 1500, broken
23, 113, 144, 2115, broken
22, 150, 161, 1512, broken
21, 163, 138, 1222, broken
11, 174, 94, 1392, broken
20, 166, 134, 3456, broken
19, 164, 70, 2310, broken
20, 40, 178, 1568, broken
22, 72, 197, 4136, broken
27, 88, 166, 4182, broken
21, 143, 116, 1044, broken
12, 82, 84, 1160, broken
20, 83, 153, 1520, broken
23, 74, 189, 1300, broken
19, 56, 140, 1870, broken
24, 68, 169, 1620, broken
22, 93, 194, 1984, broken
25, 96, 191, 3045, broken
23, 97, 158, 1925, broken
24, 84, 169, 2080, broken
22, 72, 155, 2496, broken
24, 90, 162, 1950, broken
28, 40, 183, 2016, broken
27, 76, 178, 1575, broken
15, 120, 142, 1596, broken
22, 100, 181, 1400, broken
27, 97, 140, 2124, broken
18, 111, 124, 1908, broken
32, 81, 138, 1250, broken
21, 106, 175, 1406, broken
21, 112, 137, 1320, broken
15, 110, 104, 2440, broken
16, 113, 102, 1938, broken
19, 106, 198, 1200, broken
19, 105, 179, 1375, broken
13, 114, 74, 1333, broken
25, 144, 138, 1333, broken
23, 95, 171, 1674, broken
19, 149, 70, 1734, broken
20, 133, 177, 2511, broken
83, 51, 40, 2623, broken
18, 114, 152, 2226, broken
31, 74, 138, 1392, broken
21, 125, 126, 2610, broken
17, 130, 151, 1830, broken
20, 76, 158, 1536, broken
30, 69, 89, 2040, broken
26, 54, 188, 1836, broken
31, 55, 158, 1260, broken
16, 128, 152, 3306, broken
24, 87, 199, 1353, broken
18, 99, 182, 1404, broken
71, 127, 38, 3784, broken
