@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
12, 79, 81, 1512, broken
23, 84, 152, 1350, broken
20, 170, 123, 1311, broken
23, 123, 166, 1360, broken
22, 95, 191, 1764, broken
24, 109, 136, 1974, broken
18, 139, 145, 1200, broken
24, 66, 167, 1961, broken
24, 103, 139, 2145, broken
23, 105, 167, 2465, broken
22, 74, 179, 1848, broken
19, 170, 63, 2304, broken
20, 123, 137, 1711, broken
17, 120, 125, 1593, broken
13, 49, 165, 1260, broken
24, 86, 167, 1872, broken
17, 73, 153, 2871, broken
16, 98, 154, 1988, broken
13, 108, 111, 4655, broken
22, 47, 194, 1560, broken
18, 87, 158, 1408, broken
22, 89, 170, 1425, broken
21, 90, 187, 2240, broken
20, 158, 84, 1440, broken
25, 132, 158, 1815, broken
16, 110, 149, 1976, broken
24, 100, 161, 2332, broken
13, 110, 116, 2160, broken
20, 126, 140, 1890, broken
19, 123, 159, 5418, broken
23, 124, 127, 1288, broken
17, 145, 100, 1924, broken
26, 123, 141, 1426, broken
24, 78, 157, 1891, broken
23, 92, 192, 2291, broken
29, 116, 119, 3440, broken
23, 97, 173, 2244, broken
23, 74, 178, 1326, broken
19, 115, 142, 3234, broken
24, 100, 176, 2059, broken
25, 81, 155, 2275, broken
19, 92, 114, 1664, broken
16, 156, 119, 1856, broken
23, 88, 154, 3042, broken
24, 101, 176, 1575, broken
21, 81, 205, 2584, broken
20, 124, 167, 1624, broken
19, 143, 121, 1008, broken
24, 103, 154, 2046, broken
21, 103, 121, 1975, broken
21, 146, 115, 1312, broken
18, 87, 143, 2100, broken
18, 170, 126, 1974, broken
20, 121, 158, 3268, broken
19, 96, 181, 2236, broken
23, 72, 155, 3075, broken
26, 90, 185, 2150, broken
21, 83, 166, 1300, broken
20, 115, 124, 1025, broken
23, 81, 141, 1275, broken
20, 68, 161, 1652, broken
20, 123, 172, 2184, broken
22, 92, 163, 3999, broken
24, 74, 183, 2109, broken
20, 113, 142, 1188, broken
15, 127, 165, 1025, broken
17, 150, 133, 1768, broken
28, 109, 126, 1240, broken
25, 86, 167, 1653, broken
23, 84, 145, 1280, broken
23, 105, 175, 2178, broken
20, 148, 126, 2673, broken
19, 100, 156, 1980, broken
19, 89, 194, 1392, broken
25, 98, 153, 1950, broken
16, 128, 106, 1470, broken
23, 92, 167, 1131, broken
17, 155, 105, 1452, broken
24, 81, 179, 1364, broken
24, 153, 132, 1650, broken
19, 91, 174, 2460, broken
30, 43, 159, 1674, broken
17, 150, 68, 2242, broken
18, 160, 99, 1600, broken
27, 69, 171, 1760, broken
24, 98, 130, 1863, broken
18, 184, 72, 1395, broken
23, 94, 138, 1683, broken
18, 133, 119, 3876, broken
15, 178, 109, 3528, broken
29, 50, 189, 1961, broken
29, 94, 147, 1836, broken
22, 78, 170, 2520, broken
23, 105, 168, 2550, broken
21, 91, 149, 1378, broken
18, 110, 121, 1368, broken
14, 112, 125, 1560, broken
24, 75, 136, 1860, broken
21, 93, 96, 4560, broken
22, 75, 160, 2170, broken
21, 73, 207, 1860, broken
19, 121, 145, 2432, broken
22, 109, 129, 2178, broken
24, 88, 202, 1540, broken
20, 67, 167, 1404, broken
24, 90, 161, 1725, broken
18, 73, 133, 1080, broken
17, 138, 131, 2450, broken
12, 95, 124, 2673, broken
22, 90, 184, 1947, broken
15, 108, 85, 2160, broken
19, 141, 150, 1736, broken
18, 74, 206, 1566, broken
21, 57, 143, 3315, broken
20, 89, 132, 1863, broken
23, 154, 131, 1488, broken
18, 166, 92, 1952, broken
19, 72, 138, 2523, broken
21, 82, 156, 1728, broken
19, 97, 158, 1100, broken
24, 152, 72, 2324, broken
20, 146, 129, 1798, broken
22, 114, 157, 2016, broken
21, 72, 180, 4998, broken
23, 71, 172, 3344, broken
21, 90, 198, 2610, broken
22, 73, 136, 1968, broken
19, 76, 172, 3060, broken
24, 117, 151, 1344, broken
20, 133, 153, 1650, broken
17, 148, 119, 1943, broken
17, 152, 144, 1134, broken
22, 81, 186, 1890, broken
23, 11, 211, 3520, broken
20, 71, 206, 1881, broken
18, 177, 134, 1971, broken
23, 90, 178, 3612, broken
30, 23, 225, 3444, broken
18, 107, 145, 2028, broken
20, 58, 203, 1430, broken
24, 133, 149, 3440, broken
33, 62, 181, 1856, broken
19, 71, 190, 1932, broken
19, 72, 134, 1584, broken
21, 86, 149, 1575, broken
15, 128, 98, 2046, broken
23, 71, 179, 1364, broken
25, 59, 169, 1960, broken
12, 77, 103, 2596, broken
24, 92, 186, 1760, broken
22, 99, 150, 2128, broken
21, 79, 213, 1890, broken
69, 49, 68, 1980, broken
20, 98, 198, 1408, broken
27, 116, 141, 1785, broken
20, 131, 167, 1770, broken
17, 117, 105, 3159, broken
23, 112, 175, 1749, broken
21, 72, 199, 1300, broken
23, 85, 193, 1980, broken
17, 97, 182, 1152, broken
18, 168, 111, 2059, broken
24, 71, 154, 1792, broken
18, 181, 103, 1120, broken
19, 98, 161, 1890, broken
23, 83, 190, 2028, broken
18, 92, 161, 2279, broken
23, 100, 198, 2665, broken
0, 160, 35, 1562, broken
20, 132, 155, 1776, broken
17, 136, 118, 1500, broken
26, 71, 159, 1760, broken
22, 65, 183, 1539, broken
25, 77, 156, 2130, broken
18, 188, 88, 2331, broken
13, 112, 157, 1476, broken
23, 77, 163, 1363, broken
22, 99, 159, 1218, broken
16, 136, 148, 1794, broken
16, 65, 113, 1449, broken
21, 91, 159, 1166, broken
24, 118, 130, 1404, broken
18, 161, 84, 3384, broken
19, 113, 136, 2124, broken
14, 112, 153, 1500, broken
21, 152, 126, 3612, broken
31, 81, 151, 1364, broken
23, 75, 166, 2592, broken
22, 92, 160, 1430, broken
19, 99, 131, 2030, broken
26, 78, 203, 1860, broken
23, 102, 163, 1715, broken
22, 37, 171, 2170, broken
22, 81, 163, 4598, broken
23, 66, 175, 2256, broken
23, 105, 165, 2622, broken
19, 159, 151, 5757, broken
23, 119, 143, 2623, broken
26, 59, 174, 1863, broken
22, 96, 180, 2520, broken
19, 95, 183, 2088, broken
21, 89, 174, 1248, broken
20, 96, 154, 2739, broken
25, 73, 150, 1980, broken
16, 178, 119, 2120, broken
20, 154, 101, 5474, broken
22, 149, 168, 1275, broken
20, 134, 126, 1102, broken
22, 100, 179, 1617, broken
21, 81, 176, 3366, broken
19, 154, 129, 2100, broken
24, 97, 158, 2142, broken
19, 169, 116, 3060, broken
30, 10, 225, 2079, broken
21, 90, 161, 2688, broken
21, 98, 162, 2240, broken
22, 139, 149, 2100, broken
29, 57, 90, 3861, broken
22, 92, 147, 2610, broken
25, 62, 192, 2542, broken
22, 92, 193, 1610, broken
19, 103, 181, 2480, broken
14, 133, 100, 2484, broken
22, 100, 194, 3198, broken
22, 90, 168, 1643, broken
19, 116, 154, 1584, broken
14, 97, 153, 5400, broken
22, 30, 185, 2014, broken
17, 151, 152, 1539, broken
22, 92, 192, 1300, broken
19, 126, 138, 2214, broken
21, 95, 148, 1364, broken
20, 112, 144, 1829, broken
20, 96, 69, 2310, broken
20, 82, 164, 1856, broken
21, 83, 184, 1247, broken
17, 134, 59, 3648, broken
29, 63, 158, 1980, broken
22, 78, 140, 1474, broken
20, 128, 163, 1128, broken
20, 83, 168, 1586, broken
18, 30, 171, 1782, broken
19, 126, 146, 1798, broken
20, 119, 156, 2263, broken
22, 77, 183, 2208, broken
18, 122, 117, 1800, broken
22, 65, 161, 2500, broken
18, 120, 179, 2184, broken
18, 79, 154, 1320, broken
16, 107, 148, 1140, broken
20, 90, 178, 1920, broken
20, 96, 156, 2025, broken
21, 50, 208, 2349, broken
23, 71, 161, 1350, broken
24, 33, 125, 3264, broken
22, 89, 174, 3150, broken
25, 67, 178, 2788, broken
17, 69, 133, 3698, broken
22, 103, 195, 1850, broken
25, 135, 151, 1850, broken
26, 95, 148, 1029, broken
21, 98, 146, 1296, broken
22, 62, 153, 1612, broken
23, 78, 163, 1972, broken
22, 102, 165, 1950, broken
20, 112, 98, 1232, broken
20, 123, 155, 1980, broken
22, 110, 176, 2135, broken
21, 102, 137, 1104, broken
19, 119, 165, 1776, broken
19, 100, 138, 1026, broken
21, 135, 149, 1066, broken
20, 82, 172, 1450, broken
22, 107, 208, 2376, broken
28, 53, 182, 1666, broken
24, 65, 180, 1888, broken
25, 70, 168, 3195, broken
23, 112, 173, 2730, broken
24, 99, 155, 1541, broken
20, 116, 150, 1216, broken
22, 123, 183, 2108, broken
20, 111, 166, 1100, broken
18, 131, 115, 1020, broken
19, 177, 125, 1008, broken
20, 100, 135, 2730, broken
29, 86, 59, 3298, broken
17, 48, 209, 2432, broken
19, 64, 207, 1672, broken
22, 65, 148, 4956, broken
22, 99, 176, 1560, broken
15, 126, 79, 2356, broken
22, 96, 185, 2176, broken
21, 158, 66, 2496, broken
22, 109, 161, 1457, broken
21, 107, 131, 2516, broken
19, 114, 134, 2268, broken
22, 78, 192, 1350, broken
19, 123, 160, 2112, broken
19, 80, 186, 2340, broken
25, 72, 176, 1485, broken
24, 84, 188, 2496, broken
19, 187, 117, 3040, broken
21, 132, 164, 3150, broken
22, 98, 185, 1848, broken
19, 122, 149, 2065, broken
20, 125, 131, 1581, broken
21, 59, 186, 1736, broken
15, 101, 124, 1040, broken
23, 71, 176, 2200, broken
20, 86, 169, 1711, broken
20, 60, 208, 1768, broken
21, 133, 134, 1537, broken
27, 58, 192, 1560, broken
19, 111, 83, 1364, broken
25, 117, 140, 1537, broken
14, 140, 109, 4000, broken
20, 157, 135, 1508, broken
20, 93, 159, 1890, broken
21, 152, 119, 1767, broken
22, 81, 207, 2380, broken
17, 76, 127, 1508, broken
19, 97, 139, 3200, broken
21, 118, 182, 1456, broken
19, 84, 163, 1014, broken
17, 93, 142, 1904, broken
18, 122, 177, 1458, broken
9, 105, 92, 1740, broken
21, 99, 157, 2145, broken
13, 150, 122, 1650, broken
22, 82, 181, 3040, broken
30, 84, 149, 2652, broken
20, 103, 138, 2666, broken
19, 80, 198, 1952, broken
24, 80, 172, 2301, broken
24, 71, 143, 2414, broken
23, 93, 154, 1197, broken
22, 133, 107, 1196, broken
24, 77, 169, 1428, broken
18, 85, 214, 1922, broken
23, 55, 167, 2976, broken
24, 120, 145, 2030, broken
38, 132, 31, 3696, broken
23, 98, 140, 1269, broken
26, 88, 165, 1680, broken
22, 116, 192, 2257, broken
20, 131, 74, 4606, broken
19, 87, 197, 1444, broken
22, 74, 204, 1440, broken
25, 78, 151, 2405, broken
23, 106, 159, 1760, broken
16, 135, 115, 1560, broken
14, 62, 95, 3096, broken
22, 92, 195, 1590, broken
18, 148, 129, 2146, broken
28, 43, 113, 1632, broken
23, 70, 149, 2640, broken
21, 160, 110, 2838, broken
24, 62, 185, 1995, broken
17, 92, 155, 4692, broken
20, 110, 185, 2528, broken
23, 75, 198, 3162, broken
23, 78, 180, 1760, broken
19, 113, 171, 1836, broken
20, 97, 137, 1056, broken
21, 110, 171, 1316, broken
21, 123, 81, 1972, broken
25, 36, 133, 2989, broken
21, 110, 197, 1911, broken
23, 82, 183, 1768, broken
25, 118, 195, 1890, broken
28, 58, 164, 1665, broken
20, 102, 145, 1110, broken
23, 98, 197, 1677, broken
19, 87, 175, 1550, broken
26, 72, 156, 2204, broken
26, 67, 160, 1540, broken
20, 111, 163, 2065, broken
14, 49, 215, 1568, broken
22, 89, 155, 1457, broken
21, 108, 168, 1624, broken
96, 15, 86, 70929, broken
76, 41, 107, 3255, broken
69, 62, 66, 6020, broken
24, 95, 131, 1518, broken
15, 102, 75, 1548, broken
21, 116, 180, 1683, broken
20, 53, 145, 2288, broken
17, 119, 77, 2028, broken
23, 115, 133, 3075, broken
24, 104, 152, 2852, broken
21, 103, 183, 1428, broken
23, 142, 115, 1560, broken
20, 79, 181, 1647, broken
19, 176, 71, 3230, broken
23, 77, 213, 2240, broken
19, 121, 165, 1782, broken
20, 84, 177, 2052, broken
19, 67, 184, 1550, broken
16, 110, 142, 1674, broken
23, 85, 174, 1221, broken
16, 101, 169, 1280, broken
22, 97, 166, 1302, broken
20, 123, 153, 1782, broken
24, 95, 158, 1050, broken
17, 131, 99, 1876, broken
23, 83, 165, 1519, broken
17, 110, 157, 2263, broken
24, 71, 173, 1700, broken
17, 130, 116, 1209, broken
19, 122, 128, 2079, broken
15, 179, 104, 2790, broken
23, 99, 178, 1300, broken
25, 98, 174, 1800, broken
28, 94, 162, 2695, broken
23, 103, 181, 3040, broken
25, 160, 113, 2924, broken
19, 79, 149, 1792, broken
21, 86, 202, 1485, broken
23, 105, 170, 1530, broken
21, 114, 154, 2175, broken
18, 139, 128, 2432, broken
21, 70, 153, 1326, broken
24, 141, 168, 1947, broken
21, 76, 209, 1645, broken
23, 108, 158, 1598, broken
15, 64, 147, 1120, broken
19, 114, 157, 1653, broken
18, 107, 165, 1550, broken
24, 88, 177, 1378, broken
28, 86, 157, 1643, broken
19, 154, 96, 1617, broken
20, 89, 181, 1334, broken
21, 178, 126, 1620, broken
19, 89, 152, 3773, broken
17, 112, 128, 2432, broken
23, 37, 181, 1922, broken
19, 111, 122, 2738, broken
53, 16, 65, 2596, broken
24, 102, 133, 2079, broken
14, 178, 113, 2418, broken
16, 108, 161, 1350, broken
24, 102, 127, 2800, broken
26, 120, 123, 1476, broken
19, 165, 102, 2368, broken
15, 82, 81, 2201, broken
19, 79, 152, 2520, broken
22, 100, 151, 1380, broken
23, 89, 191, 2176, broken
20, 122, 155, 1848, broken
21, 135, 128, 1674, broken
21, 95, 175, 1848, broken
24, 110, 144, 1425, broken
17, 150, 100, 2736, broken
21, 83, 153, 2059, broken
19, 102, 118, 1824, broken
16, 119, 144, 1769, broken
20, 108, 166, 1690, broken
26, 89, 172, 1891, broken
25, 60, 184, 2904, broken
25, 132, 54, 1736, broken
23, 97, 182, 2240, broken
14, 151, 103, 2343, broken
20, 98, 167, 3034, broken
24, 77, 166, 1680, broken
16, 138, 107, 2135, broken
18, 162, 156, 1568, broken
23, 53, 191, 1296, broken
21, 105, 180, 2304, broken
19, 105, 151, 1102, broken
22, 131, 167, 3384, broken
21, 70, 214, 1827, broken
24, 118, 134, 4070, broken
26, 80, 159, 1711, broken
16, 150, 146, 1200, broken
20, 94, 158, 1682, broken
21, 87, 187, 1260, broken
20, 109, 147, 1830, broken
32, 61, 166, 2190, broken
20, 103, 178, 1410, broken
11, 79, 138, 1519, broken
23, 83, 166, 1995, broken
27, 56, 133, 1272, broken
23, 78, 124, 3570, broken
25, 74, 165, 1334, broken
22, 80, 172, 2414, broken
38, 39, 196, 2272, broken
25, 52, 162, 1323, broken
22, 87, 182, 2356, broken
19, 136, 133, 2088, broken
20, 86, 202, 1813, broken
20, 121, 184, 2883, broken
23, 87, 164, 2294, broken
17, 127, 151, 1464, broken
21, 112, 164, 1536, broken
20, 154, 126, 1584, broken
14, 143, 84, 3096, broken
22, 81, 110, 2108, broken
21, 106, 142, 1749, broken
32, 48, 177, 4200, broken
25, 85, 141, 2067, broken
16, 138, 70, 3430, broken
15, 93, 200, 1316, broken
20, 107, 164, 1971, broken
18, 82, 187, 1333, broken
21, 103, 183, 1590, broken
20, 106, 120, 1740, broken
24, 87, 141, 2108, broken
23, 114, 156, 2077, broken
20, 169, 95, 2160, broken
22, 132, 120, 2415, broken
34, 59, 170, 1160, broken
20, 101, 119, 1475, broken
19, 98, 159, 1715, broken
22, 65, 134, 2232, broken
21, 85, 210, 2067, broken
19, 96, 149, 1408, broken
21, 88, 195, 2356, broken
21, 58, 153, 1764, broken
17, 60, 213, 3010, broken
24, 103, 158, 1566, broken
20, 84, 170, 1575, broken
19, 165, 93, 1995, broken
23, 85, 172, 1943, broken
20, 108, 185, 1593, broken
24, 125, 137, 1922, broken
18, 177, 75, 1767, broken
25, 84, 169, 1260, broken
25, 82, 172, 2176, broken
22, 95, 139, 1665, broken
43, 170, 24, 6290, broken
24, 64, 164, 1600, broken
27, 86, 145, 1680, broken
13, 196, 129, 1932, broken
23, 69, 156, 1856, broken
25, 77, 191, 2520, broken
27, 66, 201, 3990, broken
20, 76, 207, 1984, broken
20, 102, 160, 1972, broken
20, 126, 130, 1794, broken
25, 71, 207, 2310, broken
26, 66, 186, 1683, broken
15, 120, 123, 1638, broken
17, 163, 91, 2294, broken
20, 173, 118, 2816, broken
16, 106, 215, 4048, broken
22, 135, 132, 4050, broken
16, 137, 127, 2332, broken
20, 93, 153, 1485, broken
18, 88, 160, 1944, broken
23, 125, 172, 1380, broken
18, 122, 161, 1100, broken
28, 168, 117, 1216, broken
20, 152, 146, 1890, broken
21, 102, 178, 1352, broken
20, 121, 177, 1472, broken
23, 68, 147, 2240, broken
18, 139, 156, 1908, broken
26, 109, 133, 1650, broken
16, 77, 158, 2754, broken
21, 132, 178, 3192, broken
22, 118, 183, 2015, broken
22, 101, 151, 1599, broken
21, 66, 186, 1344, broken
21, 96, 186, 1891, broken
20, 131, 152, 1736, broken
22, 95, 170, 1474, broken
23, 94, 187, 2220, broken
24, 86, 157, 1734, broken
18, 122, 119, 2310, broken
20, 169, 131, 1734, broken
25, 85, 179, 1925, broken
26, 73, 164, 4158, broken
23, 112, 161, 3154, broken
23, 99, 176, 1632, broken
31, 65, 172, 4392, broken
24, 110, 111, 1872, broken
17, 122, 96, 1881, broken
21, 112, 141, 1782, broken
25, 67, 189, 1749, broken
27, 83, 181, 2448, broken
25, 77, 153, 1872, broken
28, 117, 122, 3382, broken
13, 80, 102, 1617, broken
23, 91, 185, 2343, broken
23, 117, 168, 1760, broken
20, 135, 115, 2610, broken
19, 166, 57, 2368, broken
20, 85, 193, 1924, broken
13, 48, 160, 1134, broken
21, 90, 173, 1170, broken
22, 78, 176, 2006, broken
26, 73, 140, 3036, broken
25, 80, 160, 1820, broken
21, 70, 174, 1813, broken
19, 101, 175, 2024, broken
19, 75, 153, 2280, broken
23, 72, 176, 1575, broken
24, 78, 177, 1230, broken
18, 157, 127, 2988, broken
21, 134, 141, 2170, broken
23, 96, 149, 2436, broken
41, 43, 126, 2688, broken
20, 123, 157, 1520, broken
21, 114, 199, 2480, broken
20, 89, 167, 2035, broken
22, 93, 176, 2774, broken
20, 125, 157, 1628, broken
16, 154, 119, 1258, broken
23, 127, 165, 2666, broken
23, 63, 101, 1536, broken
23, 84, 146, 2322, broken
23, 101, 149, 2457, broken
21, 79, 154, 1421, broken
23, 88, 156, 1377, broken
20, 113, 165, 2870, broken
29, 102, 158, 1470, broken
21, 101, 182, 2436, broken
21, 82, 153, 1998, broken
22, 148, 159, 1680, broken
13, 113, 72, 1560, broken
23, 113, 99, 2553, broken
24, 104, 174, 1360, broken
16, 131, 121, 2160, broken
25, 181, 111, 1276, broken
44, 37, 178, 3916, broken
20, 114, 168, 3115, broken
26, 105, 160, 1976, broken
21, 71, 172, 1080, broken
13, 82, 171, 1248, broken
18, 106, 149, 1496, broken
22, 124, 136, 1715, broken
21, 134, 97, 1950, broken
26, 85, 182, 2346, broken
20, 105, 177, 1690, broken
20, 93, 150, 1484, broken
19, 157, 149, 2720, broken
22, 94, 179, 1815, broken
27, 87, 143, 1696, broken
16, 129, 117, 1156, broken
24, 81, 163, 1680, broken
24, 94, 144, 1624, broken
19, 165, 88, 4720, broken
29, 45, 159, 3564, broken
23, 154, 137, 1891, broken
22, 60, 197, 1550, broken
23, 107, 165, 1632, broken
16, 102, 118, 1782, broken
23, 101, 134, 4140, broken
23, 121, 112, 1092, broken
20, 129, 136, 1824, broken
29, 43, 135, 2847, broken
33, 75, 149, 1917, broken
16, 81, 104, 1932, broken
19, 163, 105, 1200, broken
24, 80, 162, 3270, broken
20, 88, 157, 1485, broken
23, 94, 166, 1829, broken
20, 95, 161, 3478, broken
21, 118, 179, 4560, broken
20, 94, 163, 1664, broken
17, 168, 82, 3060, broken
20, 43, 141, 1395, broken
23, 79, 175, 2170, broken
22, 122, 175, 2352, broken
22, 113, 169, 1518, broken
23, 97, 181, 2054, broken
19, 172, 113, 2065, broken
26, 102, 168, 1521, broken
23, 107, 148, 1197, broken
16, 86, 158, 2268, broken
22, 114, 125, 1568, broken
13, 152, 97, 1440, broken
24, 84, 149, 1248, broken
26, 51, 161, 2160, broken
22, 154, 119, 1092, broken
15, 70, 135, 1269, broken
18, 110, 188, 1825, broken
20, 136, 135, 1512, broken
29, 56, 183, 1760, broken
20, 86, 104, 1716, broken
27, 90, 165, 2635, broken
10, 60, 144, 1360, broken
25, 126, 121, 1708, broken
21, 121, 164, 1855, broken
22, 108, 168, 2214, broken
23, 108, 194, 1430, broken
25, 144, 113, 1508, broken
24, 99, 167, 1120, broken
28, 74, 149, 1785, broken
22, 128, 131, 2627, broken
20, 173, 81, 1798, broken
22, 54, 169, 1768, broken
24, 102, 127, 2142, broken
14, 69, 141, 1872, broken
22, 102, 152, 2059, broken
29, 82, 172, 2337, broken
23, 80, 141, 1363, broken
20, 151, 144, 2173, broken
20, 100, 161, 2280, broken
20, 147, 97, 2975, broken
20, 132, 154, 1664, broken
24, 59, 185, 1710, broken
28, 100, 128, 1734, broken
24, 93, 135, 2262, broken
16, 180, 109, 1200, broken
22, 98, 183, 2108, broken
20, 99, 163, 3534, broken
16, 84, 166, 1404, broken
27, 81, 188, 1876, broken
15, 137, 108, 2475, broken
28, 87, 143, 1888, broken
20, 147, 154, 2139, broken
22, 118, 147, 1230, broken
25, 89, 149, 1885, broken
17, 88, 150, 1736, broken
20, 87, 170, 2088, broken
22, 121, 158, 1508, broken
13, 102, 110, 1809, broken
20, 88, 136, 2808, broken
35, 134, 42, 1363, broken
26, 101, 141, 2184, broken
21, 105, 194, 1798, broken
26, 62, 178, 2904, broken
23, 91, 171, 3358, broken
22, 105, 112, 2170, broken
23, 73, 144, 2975, broken
20, 126, 125, 1620, broken
73, 55, 74, 2625, broken
76, 28, 99, 84040, broken
18, 54, 178, 1040, broken
16, 88, 134, 1456, broken
25, 81, 151, 1026, broken
16, 86, 189, 1125, broken
20, 84, 185, 1653, broken
24, 70, 174, 1767, broken
23, 95, 190, 2108, broken
14, 74, 138, 1870, broken
23, 39, 156, 1620, broken
29, 64, 174, 1380, broken
18, 87, 146, 1377, broken
16, 138, 124, 1508, broken
20, 95, 158, 2325, broken
16, 86, 190, 1056, broken
16, 135, 104, 1599, broken
20, 106, 169, 1218, broken
20, 108, 149, 1173, broken
16, 102, 123, 1634, broken
12, 129, 65, 2627, broken
21, 79, 175, 1148, broken
19, 136, 135, 1196, broken
22, 107, 164, 1428, broken
24, 112, 150, 1260, broken
16, 178, 106, 1519, broken
21, 137, 186, 1750, broken
21, 147, 175, 1560, broken
16, 103, 159, 1504, broken
25, 169, 119, 2925, broken
23, 63, 162, 2139, broken
21, 104, 188, 2993, broken
19, 137, 136, 1479, broken
20, 139, 114, 1908, broken
21, 142, 133, 1598, broken
22, 55, 166, 1504, broken
20, 132, 157, 1598, broken
20, 94, 136, 1350, broken
20, 87, 196, 2584, broken
18, 128, 149, 2520, broken
18, 146, 119, 2880, broken
21, 92, 105, 1326, broken
19, 83, 187, 1740, broken
20, 94, 187, 1596, broken
20, 81, 160, 1920, broken
19, 143, 130, 2048, broken
21, 137, 149, 2405, broken
19, 110, 132, 1798, broken
23, 87, 190, 3003, broken
24, 122, 146, 2050, broken
16, 147, 153, 1794, broken
23, 82, 190, 1925, broken
22, 65, 222, 2610, broken
